ID,input,output,subset
ID_TR_Eng_Eth_A48AA108,"If I have no money, what is the safest and most effective thing I can do for a sore, until I can reach a clinic?","Keep the area clean and dry with gentle, boiled water and a clean cloth. Do not apply anything except pure, simple, soothing agents like aloe or coconut oil externally.",Eng_Eth
ID_TR_Eng_Eth_467F358B,What are the main myths about condom use that I should address with young couples?,"Myths: They cause cancer, reduce pleasure, fall off, or contain holes. Counter them with clear facts about manufacturing quality and proper technique.",Eng_Eth
ID_TR_Eng_Eth_6C7E9A2C,Are syphilis be cured?,Yes. Syphilis can be cured with the right medicine if treated early.,Eng_Eth
ID_TR_Eng_Eth_E53E5F4C,"If a doctor treats a patient for Syphilis with the correct injection, will they ever have to retest the patient?","This is a question about, Syphilis. Yes. The patient needs follow-up blood tests (RPR/VDRL) at 6 and 12 months to ensure the titer has dropped by a factor of four, indicating a successful cure.",Eng_Eth
ID_TR_Eng_Eth_6060B1EB,Does HPV always show symptoms?,"No. Many people carry HPV without knowing, since it often causes no signs.",Eng_Eth
ID_TR_Eng_Eth_DA018D29,What are the legal rights of an adolescent mother regarding her baby's legal documents?,"This is a question about, Law/Rights. She has the right to register the baby and obtain a birth certificate, even if she is unmarried or underage. This ensures the child's rights and access to services.",Eng_Eth
ID_TR_Eng_Eth_59450186,What is the incubation period?,"This is a question about, Trichomoniasis. The incubation period is usually 5 to 28 days after exposure before symptoms appear.",Eng_Eth
ID_TR_Eng_Eth_7580E4E9,Is it true that can herpes be cured?,"This is a question about, Herpes. Herpes cannot be cured but medicines reduce outbreaks and spread. It can be prevented by condoms and avoiding sex during outbreaks.",Eng_Eth
ID_TR_Eng_Eth_4082FCDA,Does having one STI increase the risk of contracting others?,"This is a question about, General Information. Yes, often due to inflammation and open sores.",Eng_Eth
ID_TR_Eng_Eth_37DC8C78,What is the main difference between the illness caused by HSV-1 and HSV-2?,"This is a question about, Herpes. While both can cause genital sores, HSV-2 is generally associated with more frequent and more severe recurrent outbreaks than genital HSV-1.",Eng_Eth
ID_TR_Eng_Eth_7779857F,"If someone looks healthy, can they still have HIV?","Yes. Many people living with HIV may look and feel completely healthy for many years. During this time, the virus is still active in the body and can be transmitted to others.",Eng_Eth
ID_TR_Eng_Eth_4D59616B,Can prayer cure herpes?,"This is a question about, Herpes. Herpes is a virus that causes painful blisters around the mouth or private parts. It can come back many times.",Eng_Eth
ID_TR_Eng_Eth_AD5CBA24,"I have forgiven the person who gave me the infection, but I am still angry and bitter. How can my faith help me heal the inner pain?","This is a question about, Mental Health/Coping. Practice daily Scripture reading and quiet prayer. Anger is normal. Ask God to replace the bitterness with peace and strength to focus on your recovery.",Eng_Eth
ID_TR_Eng_Eth_8548867B,"If a Hakim (traditional healer) or Raqi (exorcist) says the STI is due to jinn (evil spirits), should I follow their advice?","No. STIs are caused by viruses or bacteria, not spirits. Only trust the cure given by a trained medical doctor. Ruqyah (spiritual remedy) can be done alongside medicine, not instead of it.",Eng_Eth
ID_TR_Eng_Eth_D30608BE,Does having trichomoniasis make it easier to get HIV?,"Yes. Trichomoniasis increases the risk of getting HIV if exposed. It causes inflammation and sores that make it easier for HIV to enter the body. Trichomoniasis is curable with medicines like metronidazole, and prevention includes condom use.",Eng_Eth
ID_TR_Eng_Eth_9FA4A627,Can you test for STIs at home?,"Some home test kits exist, but visiting a clinic ensures accurate results and proper treatment.",Eng_Eth
ID_TR_Eng_Eth_65ABC9FF,Is it illegal in most places to knowingly expose someone to HIV or another STI?,"Yes. In many regions, the intentional or reckless non-disclosure and exposure to HIV is a serious crime, and laws are increasingly covering other severe STIs.",Eng_Eth
ID_TR_Eng_Eth_95A0F356,What are the signs that the Implant needs to be removed from my arm?,"This is a question about, Family Planning/Method. The main sign is when it reaches its expiration date. Other signs are severe, persistent headaches, or a desire to become pregnant.",Eng_Eth
ID_TR_Eng_Eth_1A312044,What do doctors say about do vaccines protect against hpv?,"This is a question about, HPV. Yes. HPV vaccines prevent the most dangerous types that cause cancer and warts.",Eng_Eth
ID_TR_Eng_Eth_01E187D8,Can HIV be passed from mother to child?,"Yes. Without treatment, HIV can pass from mother to child during pregnancy, childbirth, or breastfeeding. With proper medical care, the risk can be reduced to less than 1%.",Eng_Eth
ID_TR_Eng_Eth_82F29004,"If my religious leader says I must stop my medicine, should I obey him?","This is a question about, Religion/Obedience. No. Religious leaders are spiritual guides, not medical doctors. Medicine for a physical sickness must be guided by a trained medical professional.",Eng_Eth
ID_TR_Eng_Eth_FFDA9A93,What type of infection is gonorrhea and what causes it?,Gonorrhea is a bacterial STI caused by Neisseria gonorrhoeae.,Eng_Eth
ID_TR_Eng_Eth_A9902071,I don't have enough money for transportation. Can I walk for two hours to the clinic without making my symptoms worse?,"Yes, walking is fine. The most important thing is getting to the clinic for a diagnosis and medicine. Do not delay treatment.",Eng_Eth
ID_TR_Eng_Eth_F76B9723,How do doctors explain how do men test for gonorrhea?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_D7E174E6,Can prayer or faith help if how is gonorrhea prevented?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_D6E18109,Is Does trichomoniasis increase HIV risk dangerous?,"This is a question about, Trichomoniasis. Yes. Having trichomoniasis makes it easier to get HIV if exposed.",Eng_Eth
ID_TR_Eng_Eth_5FCD859E,"What are the signs of Malnutrition in an adolescent girl, and how does it affect pregnancy?","Signs include extreme thinness (low BMI), tiredness, pale skin, and frequent illness. During pregnancy, malnutrition can lead to anemia, low birth weight, and a higher risk of death for both the mother and the baby.",Eng_Eth
ID_TR_Eng_Eth_8FBBA749,What do health workers say about how do men know they have herpes?,"This is a question about, Herpes. Herpes cannot be cured but medicines reduce outbreaks and spread. It can be prevented by condoms and avoiding sex during outbreaks.",Eng_Eth
ID_TR_Eng_Eth_A5B83693,Can men and women prevent how do women protect themselves from hiv?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_98017A2F,Can I get syphilis by sharing food?,"This is a question about, Syphilis. No. The first sores of syphilis are usually painless, which is why many people do not notice them.",Eng_Eth
ID_TR_Eng_Eth_9BEAB529,How can I talk to my husband about saving money for our future child's education?,"Frame it as a shared family goal: ""Let's put aside a small offering each week for our child's future schoolbooks."" Make the plan concrete and practical.",Eng_Eth
ID_TR_Eng_Eth_485D831C,Can hpv be cured with herbs?,No. HPV cannot be cured with herbs. Vaccines and medical care are the best protection.,Eng_Eth
ID_TR_Eng_Eth_4C68EB17,"What are mucous patches in the mouth, and which stage of Syphilis are they associated with?","This is a question about, Syphilis. White or grayish-white, moist lesions inside the mouth, highly infectious, and characteristic of Secondary Syphilis.",Eng_Eth
ID_TR_Eng_Eth_AF35B30B,What is the difference between a diagnostic test and a screening test for STIs?,"This is a question about, General Information. A screening test is routine for asymptomatic, at-risk individuals; a diagnostic test is used when a patient has symptoms or a specific exposure.",Eng_Eth
ID_TR_Eng_Eth_1BACBD0D,How do doctors explain can syphilis be prevented?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_7B53359E,"What is the legal definition of ""neglect"" versus ""abuse"" in a minor?","This is a question about, Law/GBV. Abuse is an action that causes harm (physical, sexual, emotional). Neglect is a failure to act (failure to provide food, shelter, clothes, medical care, or supervision).",Eng_Eth
ID_TR_Eng_Eth_1057A002,Does gonorrhea stop girls from having babies?,"No. If early intervention is taken, infertility is unlikely, but gonorrhea needs proper treatment to be cured.",Eng_Eth
ID_TR_Eng_Eth_5616AF7E,Does faith or prayer help if does washing after sex prevent infection?,"This is a question about, General. No. Washing after sex does not stop STIs. Condoms are the best prevention.",Eng_Eth
ID_TR_Eng_Eth_FD053963,What are the main disability risks for a baby born to a very young mother?,"Risks include prematurity (which leads to learning/physical disabilities), low birth weight, and health issues resulting from the mother's own nutritional deficiencies.",Eng_Eth
ID_TR_Eng_Eth_46C79B36,Can one faithful partner prevent HIV?,"This is a question about, HIV/AIDS. Yes. Being faithful with one uninfected partner prevents HIV, but both partners must be tested.",Eng_Eth
ID_TR_Eng_Eth_A3FE0479,"If I miss one day of my ARV medicine, will it stop working?","This is a question about, Treatment Adherence. Missing one day is not ideal, but it will not stop working instantly. Take the medicine immediately when you remember, and try hard not to miss the next dose.",Eng_Eth
ID_TR_Eng_Eth_533C2ED5,I forget to take my medicine because I am so busy with my family duties. How can my faith help me adhere to the schedule?,Put your pill bottle next to your Bible or prayer book. Make taking your pill a daily ritual before or after reading Scripture. Consistency is devotion.,Eng_Eth
ID_TR_Eng_Eth_DC8AB6A7,Can an employer legally fire me if they find out I am HIV-positive?,"This is a question about, General. No. Discrimination in the workplace based on a person's health status (including HIV/STIs) is illegal under most modern anti-discrimination laws.",Eng_Eth
ID_TR_Eng_Eth_46E1EE40,My partner cheated and gave me an STI. How do I rebuild trust in our relationship?,"This is a question about, General. Trust requires time and proof. The partner must agree to immediate and full treatment, demonstrate commitment to safe sex, and participate in couples therapy to address the infidelity.",Eng_Eth
ID_TR_Eng_Eth_42DA8609,"I am desperate to cure my sores secretly. If I burn it chemical, will it heal the infection?",It is dangerous to put chemical on sores. It is advised to visit nearby health facility to get treatment for sores.,Eng_Eth
ID_TR_Eng_Eth_A7F77451,"How can I tell if my usual white discharge is just normal, or a sign of a bad sickness?","This is a question about, General Symptoms. Normal discharge is clear or slightly milky, not foul-smelling, and doesn't itch. If it changes color (yellow, green), smells very bad, or causes pain, it's time to seek confidential testing.",Eng_Eth
